date,month_year,boutique_id,boutique_name,market,category,product,forecast_demand,actual_demand,stock_available,stock_cover_weeks,reorder_point,lead_time_days,stockout_risk,overstock_risk,waitlist_count,sales_velocity,unit_cost_usd
2024-07-31,Jul 2024,cn-4,Aurelle Taikoo Li Chengdu,China,Accessories,Panthère Chain Bag,28,26,26,4.2,11,47,Low,Low,0,6.2,428.66
2024-08-30,Aug 2024,cn-4,Aurelle Taikoo Li Chengdu,China,Accessories,Panthère Chain Bag,30,26,27,4.4,12,40,Low,Low,0,6.2,428.66
2024-09-29,Sep 2024,cn-4,Aurelle Taikoo Li Chengdu,China,Accessories,Panthère Chain Bag,43,46,47,4.3,17,49,Low,Low,0,11.0,428.66
2024-10-29,Oct 2024,cn-4,Aurelle Taikoo Li Chengdu,China,Accessories,Panthère Chain Bag,47,55,53,4.0,18,58,Low,Low,0,13.1,428.66
2024-11-28,Nov 2024,cn-4,Aurelle Taikoo Li Chengdu,China,Accessories,Panthère Chain Bag,41,37,42,4.8,16,26,Low,Low,0,8.8,428.66
2024-12-28,Dec 2024,cn-4,Aurelle Taikoo Li Chengdu,China,Accessories,Panthère Chain Bag,51,47,57,5.1,20,48,Low,Low,0,11.2,428.66
2025-01-27,Jan 2025,cn-4,Aurelle Taikoo Li Chengdu,China,Accessories,Panthère Chain Bag,55,49,60,5.1,22,62,Low,Low,0,11.7,428.66
2025-02-26,Feb 2025,cn-4,Aurelle Taikoo Li Chengdu,China,Accessories,Panthère Chain Bag,53,52,56,4.5,21,85,Low,Low,0,12.4,428.66
2025-03-28,Mar 2025,cn-4,Aurelle Taikoo Li Chengdu,China,Accessories,Panthère Chain Bag,38,34,32,4.0,15,52,Low,Low,0,8.1,428.66
2025-04-27,Apr 2025,cn-4,Aurelle Taikoo Li Chengdu,China,Accessories,Panthère Chain Bag,36,31,41,5.5,14,81,Low,Low,0,7.4,428.66
2025-05-27,May 2025,cn-4,Aurelle Taikoo Li Chengdu,China,Accessories,Panthère Chain Bag,41,42,36,3.6,16,82,Low,Low,0,10.0,428.66
2025-06-26,Jun 2025,cn-4,Aurelle Taikoo Li Chengdu,China,Accessories,Panthère Chain Bag,34,39,26,2.8,13,70,Low,Low,0,9.3,428.66
2025-07-26,Jul 2025,cn-4,Aurelle Taikoo Li Chengdu,China,Accessories,Panthère Chain Bag,28,24,30,5.3,11,65,Low,Low,0,5.7,428.66
2025-08-25,Aug 2025,cn-4,Aurelle Taikoo Li Chengdu,China,Accessories,Panthère Chain Bag,30,28,27,4.0,12,39,Low,Low,0,6.7,428.66
2025-09-24,Sep 2025,cn-4,Aurelle Taikoo Li Chengdu,China,Accessories,Panthère Chain Bag,43,43,45,4.4,17,76,Low,Low,0,10.2,428.66
2025-10-24,Oct 2025,cn-4,Aurelle Taikoo Li Chengdu,China,Accessories,Panthère Chain Bag,47,55,45,3.4,18,28,Low,Low,0,13.1,428.66
2025-11-23,Nov 2025,cn-4,Aurelle Taikoo Li Chengdu,China,Accessories,Panthère Chain Bag,41,37,47,5.3,16,48,Low,Low,0,8.8,428.66
2024-07-01,Jul 2024,cn-5,Aurelle MixC Shenzhen,China,Accessories,Panthère Chain Bag,53,62,55,3.7,21,57,Low,Low,0,14.8,428.66
2024-07-31,Jul 2024,cn-5,Aurelle MixC Shenzhen,China,Accessories,Panthère Chain Bag,53,63,61,4.1,21,43,Low,Low,0,15.0,428.66
2024-08-30,Aug 2024,cn-5,Aurelle MixC Shenzhen,China,Accessories,Panthère Chain Bag,56,63,53,3.5,22,17,Low,Low,0,15.0,428.66
2024-09-29,Sep 2024,cn-5,Aurelle MixC Shenzhen,China,Accessories,Panthère Chain Bag,81,87,73,3.5,32,29,Low,Low,0,20.7,428.66
2024-10-29,Oct 2024,cn-5,Aurelle MixC Shenzhen,China,Accessories,Panthère Chain Bag,88,85,103,5.1,35,73,Low,Low,0,20.2,428.66
2024-11-28,Nov 2024,cn-5,Aurelle MixC Shenzhen,China,Accessories,Panthère Chain Bag,78,74,91,5.2,31,16,Low,Low,0,17.6,428.66
2024-12-28,Dec 2024,cn-5,Aurelle MixC Shenzhen,China,Accessories,Panthère Chain Bag,95,92,121,5.5,38,48,Low,Medium,0,21.9,428.66
2025-01-27,Jan 2025,cn-5,Aurelle MixC Shenzhen,China,Accessories,Panthère Chain Bag,102,110,110,4.2,40,37,Low,Low,0,26.2,428.66
2025-02-26,Feb 2025,cn-5,Aurelle MixC Shenzhen,China,Accessories,Panthère Chain Bag,99,104,85,3.4,39,54,Low,Low,0,24.8,428.66
2025-03-28,Mar 2025,cn-5,Aurelle MixC Shenzhen,China,Accessories,Panthère Chain Bag,71,74,76,4.3,28,29,Low,Low,0,17.6,428.66
2025-04-27,Apr 2025,cn-5,Aurelle MixC Shenzhen,China,Accessories,Panthère Chain Bag,67,78,48,2.6,26,63,Medium,Low,0,18.6,428.66
2025-05-27,May 2025,cn-5,Aurelle MixC Shenzhen,China,Accessories,Panthère Chain Bag,78,84,93,4.7,31,19,Low,Low,0,20.0,428.66
2025-06-26,Jun 2025,cn-5,Aurelle MixC Shenzhen,China,Accessories,Panthère Chain Bag,63,57,54,4.0,25,82,Low,Low,0,13.6,428.66
2025-07-26,Jul 2025,cn-5,Aurelle MixC Shenzhen,China,Accessories,Panthère Chain Bag,53,52,56,4.5,21,21,Low,Low,0,12.4,428.66
2025-08-25,Aug 2025,cn-5,Aurelle MixC Shenzhen,China,Accessories,Panthère Chain Bag,56,53,62,4.9,22,47,Low,Low,0,12.6,428.66
2025-09-24,Sep 2025,cn-5,Aurelle MixC Shenzhen,China,Accessories,Panthère Chain Bag,81,78,79,4.2,32,14,Low,Low,0,18.6,428.66
2025-10-24,Oct 2025,cn-5,Aurelle MixC Shenzhen,China,Accessories,Panthère Chain Bag,88,76,93,5.1,35,57,Low,Low,0,18.1,428.66
2025-11-23,Nov 2025,cn-5,Aurelle MixC Shenzhen,China,Accessories,Panthère Chain Bag,78,79,71,3.8,31,81,Low,Low,0,18.8,428.66
2024-07-01,Jul 2024,jp-1,Aurelle Mansion Tokyo Ginza,Japan,Accessories,Panthère Chain Bag,144,150,116,3.2,57,43,Low,Low,0,35.7,428.66
2024-07-31,Jul 2024,jp-1,Aurelle Mansion Tokyo Ginza,Japan,Accessories,Panthère Chain Bag,144,147,122,3.5,57,19,Low,Low,0,35.0,428.66
2024-08-30,Aug 2024,jp-1,Aurelle Mansion Tokyo Ginza,Japan,Accessories,Panthère Chain Bag,154,153,209,5.7,61,25,Low,Medium,0,36.4,428.66
2024-09-29,Sep 2024,jp-1,Aurelle Mansion Tokyo Ginza,Japan,Accessories,Panthère Chain Bag,221,225,215,4.0,88,43,Low,Low,0,53.6,428.66
2024-10-29,Oct 2024,jp-1,Aurelle Mansion Tokyo Ginza,Japan,Accessories,Panthère Chain Bag,241,205,219,4.5,96,41,Low,Low,0,48.8,428.66
2024-11-28,Nov 2024,jp-1,Aurelle Mansion Tokyo Ginza,Japan,Accessories,Panthère Chain Bag,212,239,265,4.7,84,22,Low,Medium,0,56.9,428.66
2024-12-28,Dec 2024,jp-1,Aurelle Mansion Tokyo Ginza,Japan,Accessories,Panthère Chain Bag,260,299,280,3.9,104,29,Low,Low,0,71.2,428.66
2025-01-27,Jan 2025,jp-1,Aurelle Mansion Tokyo Ginza,Japan,Accessories,Panthère Chain Bag,279,282,264,3.9,111,27,Low,Low,0,67.1,428.66
2025-02-26,Feb 2025,jp-1,Aurelle Mansion Tokyo Ginza,Japan,Accessories,Panthère Chain Bag,270,246,315,5.4,108,21,Low,Low,0,58.6,428.66
2025-03-28,Mar 2025,jp-1,Aurelle Mansion Tokyo Ginza,Japan,Accessories,Panthère Chain Bag,193,203,218,4.5,77,35,Low,Low,0,48.3,428.66
2025-04-27,Apr 2025,jp-1,Aurelle Mansion Tokyo Ginza,Japan,Accessories,Panthère Chain Bag,183,204,196,4.0,73,32,Low,Low,0,48.6,428.66
2025-05-27,May 2025,jp-1,Aurelle Mansion Tokyo Ginza,Japan,Accessories,Panthère Chain Bag,212,216,243,4.7,84,16,Low,Low,0,51.4,428.66
2025-06-26,Jun 2025,jp-1,Aurelle Mansion Tokyo Ginza,Japan,Accessories,Panthère Chain Bag,173,171,172,4.2,69,41,Low,Low,0,40.7,428.66
2025-07-26,Jul 2025,jp-1,Aurelle Mansion Tokyo Ginza,Japan,Accessories,Panthère Chain Bag,144,137,121,3.7,57,30,Low,Low,0,32.6,428.66
2025-08-25,Aug 2025,jp-1,Aurelle Mansion Tokyo Ginza,Japan,Accessories,Panthère Chain Bag,154,183,141,3.2,61,44,Low,Low,0,43.6,428.66
2025-09-24,Sep 2025,jp-1,Aurelle Mansion Tokyo Ginza,Japan,Accessories,Panthère Chain Bag,221,249,226,3.8,88,27,Low,Low,0,59.3,428.66
2025-10-24,Oct 2025,jp-1,Aurelle Mansion Tokyo Ginza,Japan,Accessories,Panthère Chain Bag,241,263,309,4.9,96,28,Low,Medium,0,62.6,428.66
2025-11-23,Nov 2025,jp-1,Aurelle Mansion Tokyo Ginza,Japan,Accessories,Panthère Chain Bag,212,217,286,5.5,84,37,Low,Medium,0,51.7,428.66
2024-07-01,Jul 2024,jp-2,Aurelle Omotesando Tokyo,Japan,Accessories,Panthère Chain Bag,50,48,39,3.4,20,25,Low,Low,0,11.4,428.66
2024-07-31,Jul 2024,jp-2,Aurelle Omotesando Tokyo,Japan,Accessories,Panthère Chain Bag,50,54,65,5.0,20,22,Low,Medium,0,12.9,428.66
2024-08-30,Aug 2024,jp-2,Aurelle Omotesando Tokyo,Japan,Accessories,Panthère Chain Bag,53,55,42,3.2,21,37,Low,Low,0,13.1,428.66
2024-09-29,Sep 2024,jp-2,Aurelle Omotesando Tokyo,Japan,Accessories,Panthère Chain Bag,77,68,89,5.5,30,21,Low,Low,0,16.2,428.66
2024-10-29,Oct 2024,jp-2,Aurelle Omotesando Tokyo,Japan,Accessories,Panthère Chain Bag,83,81,75,3.9,33,69,Low,Low,0,19.3,428.66
2024-11-28,Nov 2024,jp-2,Aurelle Omotesando Tokyo,Japan,Accessories,Panthère Chain Bag,73,73,83,4.8,29,87,Low,Low,0,17.4,428.66
2024-12-28,Dec 2024,jp-2,Aurelle Omotesando Tokyo,Japan,Accessories,Panthère Chain Bag,90,94,83,3.7,36,74,Low,Low,0,22.4,428.66
2025-01-27,Jan 2025,jp-2,Aurelle Omotesando Tokyo,Japan,Accessories,Panthère Chain Bag,97,114,127,4.7,38,41,Low,Medium,0,27.1,428.66
2025-02-26,Feb 2025,jp-2,Aurelle Omotesando Tokyo,Japan,Accessories,Panthère Chain Bag,93,92,86,3.9,37,69,Low,Low,0,21.9,428.66
2025-03-28,Mar 2025,jp-2,Aurelle Omotesando Tokyo,Japan,Accessories,Panthère Chain Bag,67,74,88,5.0,26,23,Low,Medium,0,17.6,428.66
2025-04-27,Apr 2025,jp-2,Aurelle Omotesando Tokyo,Japan,Accessories,Panthère Chain Bag,63,67,64,4.0,25,20,Low,Low,0,16.0,428.66
2025-05-27,May 2025,jp-2,Aurelle Omotesando Tokyo,Japan,Accessories,Panthère Chain Bag,73,87,53,2.6,29,19,Medium,Low,0,20.7,428.66
2025-06-26,Jun 2025,jp-2,Aurelle Omotesando Tokyo,Japan,Accessories,Panthère Chain Bag,60,55,58,4.4,24,77,Low,Low,0,13.1,428.66
2025-07-26,Jul 2025,jp-2,Aurelle Omotesando Tokyo,Japan,Accessories,Panthère Chain Bag,50,44,39,3.7,20,45,Low,Low,0,10.5,428.66
2025-08-25,Aug 2025,jp-2,Aurelle Omotesando Tokyo,Japan,Accessories,Panthère Chain Bag,53,56,74,5.6,21,87,Low,Medium,0,13.3,428.66
2025-09-24,Sep 2025,jp-2,Aurelle Omotesando Tokyo,Japan,Accessories,Panthère Chain Bag,77,67,103,6.4,30,42,Low,Medium,0,16.0,428.66
2025-10-24,Oct 2025,jp-2,Aurelle Omotesando Tokyo,Japan,Accessories,Panthère Chain Bag,83,90,99,4.6,33,15,Low,Low,0,21.4,428.66
2025-11-23,Nov 2025,jp-2,Aurelle Omotesando Tokyo,Japan,Accessories,Panthère Chain Bag,73,68,74,4.6,29,24,Low,Low,0,16.2,428.66
2024-07-01,Jul 2024,jp-3,Aurelle Shinsaibashi Osaka,Japan,Accessories,Panthère Chain Bag,48,51,65,5.4,19,78,Low,Medium,0,12.1,428.66
2024-07-31,Jul 2024,jp-3,Aurelle Shinsaibashi Osaka,Japan,Accessories,Panthère Chain Bag,48,57,55,4.0,19,73,Low,Low,0,13.6,428.66
2024-08-30,Aug 2024,jp-3,Aurelle Shinsaibashi Osaka,Japan,Accessories,Panthère Chain Bag,51,55,59,4.5,20,53,Low,Low,0,13.1,428.66
2024-09-29,Sep 2024,jp-3,Aurelle Shinsaibashi Osaka,Japan,Accessories,Panthère Chain Bag,73,75,58,3.2,29,74,Low,Low,0,17.9,428.66
2024-10-29,Oct 2024,jp-3,Aurelle Shinsaibashi Osaka,Japan,Accessories,Panthère Chain Bag,80,95,101,4.5,32,51,Low,Medium,0,22.6,428.66
2024-11-28,Nov 2024,jp-3,Aurelle Shinsaibashi Osaka,Japan,Accessories,Panthère Chain Bag,70,74,58,3.3,28,78,Low,Low,0,17.6,428.66
2024-12-28,Dec 2024,jp-3,Aurelle Shinsaibashi Osaka,Japan,Accessories,Panthère Chain Bag,86,76,109,6.0,34,25,Low,Medium,0,18.1,428.66
2025-01-27,Jan 2025,jp-3,Aurelle Shinsaibashi Osaka,Japan,Accessories,Panthère Chain Bag,92,100,114,4.8,36,71,Low,Medium,0,23.8,428.66
2025-02-26,Feb 2025,jp-3,Aurelle Shinsaibashi Osaka,Japan,Accessories,Panthère Chain Bag,89,91,122,5.6,35,71,Low,Medium,0,21.7,428.66
2025-03-28,Mar 2025,jp-3,Aurelle Shinsaibashi Osaka,Japan,Accessories,Panthère Chain Bag,64,62,71,4.8,25,33,Low,Low,0,14.8,428.66
2025-04-27,Apr 2025,jp-3,Aurelle Shinsaibashi Osaka,Japan,Accessories,Panthère Chain Bag,60,62,55,3.7,24,71,Low,Low,0,14.8,428.66
2025-05-27,May 2025,jp-3,Aurelle Shinsaibashi Osaka,Japan,Accessories,Panthère Chain Bag,70,81,90,4.7,28,81,Low,Medium,0,19.3,428.66
2025-06-26,Jun 2025,jp-3,Aurelle Shinsaibashi Osaka,Japan,Accessories,Panthère Chain Bag,57,66,73,4.6,22,38,Low,Medium,0,15.7,428.66
2025-07-26,Jul 2025,jp-3,Aurelle Shinsaibashi Osaka,Japan,Accessories,Panthère Chain Bag,48,45,63,5.9,19,29,Low,Medium,0,10.7,428.66
2025-08-25,Aug 2025,jp-3,Aurelle Shinsaibashi Osaka,Japan,Accessories,Panthère Chain Bag,51,52,69,5.6,20,20,Low,Medium,0,12.4,428.66
2025-09-24,Sep 2025,jp-3,Aurelle Shinsaibashi Osaka,Japan,Accessories,Panthère Chain Bag,73,83,90,4.5,29,61,Low,Medium,0,19.8,428.66
2025-10-24,Oct 2025,jp-3,Aurelle Shinsaibashi Osaka,Japan,Accessories,Panthère Chain Bag,80,88,73,3.5,32,63,Low,Low,0,21.0,428.66
2025-11-23,Nov 2025,jp-3,Aurelle Shinsaibashi Osaka,Japan,Accessories,Panthère Chain Bag,70,72,86,5.0,28,70,Low,Medium,0,17.1,428.66
2024-07-01,Jul 2024,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,Accessories,Panthère Chain Bag,76,72,87,5.1,30,35,Low,Low,0,17.1,428.66
2024-07-31,Jul 2024,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,Accessories,Panthère Chain Bag,76,89,70,3.3,30,30,Low,Low,0,21.2,428.66
2024-08-30,Aug 2024,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,Accessories,Panthère Chain Bag,81,74,96,5.5,32,41,Low,Low,0,17.6,428.66
2024-09-29,Sep 2024,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,Accessories,Panthère Chain Bag,117,115,84,3.1,46,14,Medium,Low,0,27.4,428.66
2024-10-29,Oct 2024,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,Accessories,Panthère Chain Bag,127,111,113,4.3,50,12,Low,Low,0,26.4,428.66
2024-11-28,Nov 2024,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,Accessories,Panthère Chain Bag,112,109,91,3.5,44,16,Low,Low,0,26.0,428.66
2024-12-28,Dec 2024,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,Accessories,Panthère Chain Bag,137,122,178,6.1,54,45,Low,Medium,0,29.0,428.66
2025-01-27,Jan 2025,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,Accessories,Panthère Chain Bag,147,162,135,3.5,58,34,Low,Low,0,38.6,428.66
2025-02-26,Feb 2025,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,Accessories,Panthère Chain Bag,142,137,133,4.1,56,32,Low,Low,0,32.6,428.66
2025-03-28,Mar 2025,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,Accessories,Panthère Chain Bag,102,117,138,4.9,40,10,Low,Medium,0,27.9,428.66
2025-04-27,Apr 2025,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,Accessories,Panthère Chain Bag,96,88,75,3.6,38,21,Low,Low,0,21.0,428.66
2025-05-27,May 2025,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,Accessories,Panthère Chain Bag,112,131,115,3.7,44,28,Low,Low,0,31.2,428.66
2025-06-26,Jun 2025,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,Accessories,Panthère Chain Bag,91,95,106,4.7,36,16,Low,Low,0,22.6,428.66
2025-07-26,Jul 2025,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,Accessories,Panthère Chain Bag,76,87,61,2.9,30,34,Low,Low,0,20.7,428.66
2025-08-25,Aug 2025,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,Accessories,Panthère Chain Bag,81,71,83,4.9,32,45,Low,Low,0,16.9,428.66
2025-09-24,Sep 2025,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,Accessories,Panthère Chain Bag,117,111,85,3.2,46,10,Medium,Low,0,26.4,428.66
2025-10-24,Oct 2025,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,Accessories,Panthère Chain Bag,127,111,101,3.8,50,40,Low,Low,0,26.4,428.66
2025-11-23,Nov 2025,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,Accessories,Panthère Chain Bag,112,112,146,5.5,44,18,Low,Medium,0,26.7,428.66
2024-07-01,Jul 2024,kr-2,Aurelle Lotte Main Seoul,South Korea,Accessories,Panthère Chain Bag,10,11,13,5.0,4,65,Low,Medium,0,2.6,428.66
2024-07-31,Jul 2024,kr-2,Aurelle Lotte Main Seoul,South Korea,Accessories,Panthère Chain Bag,10,9,10,4.8,4,79,Low,Low,0,2.1,428.66
2024-08-30,Aug 2024,kr-2,Aurelle Lotte Main Seoul,South Korea,Accessories,Panthère Chain Bag,11,12,12,4.1,4,51,Low,Low,0,2.9,428.66
2024-09-29,Sep 2024,kr-2,Aurelle Lotte Main Seoul,South Korea,Accessories,Panthère Chain Bag,16,14,16,4.8,6,41,Low,Low,0,3.3,428.66
2024-10-29,Oct 2024,kr-2,Aurelle Lotte Main Seoul,South Korea,Accessories,Panthère Chain Bag,17,14,16,4.8,6,36,Low,Low,0,3.3,428.66
2024-11-28,Nov 2024,kr-2,Aurelle Lotte Main Seoul,South Korea,Accessories,Panthère Chain Bag,15,13,18,5.8,6,90,Low,Low,0,3.1,428.66
2024-12-28,Dec 2024,kr-2,Aurelle Lotte Main Seoul,South Korea,Accessories,Panthère Chain Bag,18,19,24,5.3,7,71,Low,Medium,0,4.5,428.66
2025-01-27,Jan 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,Accessories,Panthère Chain Bag,20,22,24,4.6,8,66,Low,Low,0,5.2,428.66
2025-02-26,Feb 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,Accessories,Panthère Chain Bag,19,18,13,3.0,7,67,Medium,Low,0,4.3,428.66
2025-03-28,Mar 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,Accessories,Panthère Chain Bag,14,16,14,3.7,5,48,Low,Low,0,3.8,428.66
2025-04-27,Apr 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,Accessories,Panthère Chain Bag,13,11,10,3.8,5,45,Low,Low,0,2.6,428.66
2025-05-27,May 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,Accessories,Panthère Chain Bag,15,13,16,5.2,6,51,Low,Low,0,3.1,428.66
2025-06-26,Jun 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,Accessories,Panthère Chain Bag,12,11,12,4.6,4,89,Low,Low,0,2.6,428.66
2025-07-26,Jul 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,Accessories,Panthère Chain Bag,10,10,8,3.3,4,68,Low,Low,0,2.4,428.66
2025-08-25,Aug 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,Accessories,Panthère Chain Bag,11,10,8,3.3,4,71,Medium,Low,0,2.4,428.66
2025-09-24,Sep 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,Accessories,Panthère Chain Bag,16,18,21,4.9,6,43,Low,Medium,0,4.3,428.66
2025-10-24,Oct 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,Accessories,Panthère Chain Bag,17,20,22,4.6,6,84,Low,Medium,0,4.8,428.66
2025-11-23,Nov 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,Accessories,Panthère Chain Bag,15,15,12,3.3,6,47,Low,Low,0,3.6,428.66
2024-07-01,Jul 2024,sg-1,Aurelle ION Orchard Singapore,Singapore,Accessories,Panthère Chain Bag,71,76,95,5.2,28,35,Low,Medium,0,18.1,428.66
2024-07-31,Jul 2024,sg-1,Aurelle ION Orchard Singapore,Singapore,Accessories,Panthère Chain Bag,71,80,91,4.8,28,87,Low,Medium,0,19.0,428.66
2024-08-30,Aug 2024,sg-1,Aurelle ION Orchard Singapore,Singapore,Accessories,Panthère Chain Bag,76,73,97,5.6,30,26,Low,Medium,0,17.4,428.66
2024-09-29,Sep 2024,sg-1,Aurelle ION Orchard Singapore,Singapore,Accessories,Panthère Chain Bag,109,110,130,5.0,43,28,Low,Low,0,26.2,428.66
2024-10-29,Oct 2024,sg-1,Aurelle ION Orchard Singapore,Singapore,Accessories,Panthère Chain Bag,118,140,93,2.8,47,86,Low,Low,0,33.3,428.66
2024-11-28,Nov 2024,sg-1,Aurelle ION Orchard Singapore,Singapore,Accessories,Panthère Chain Bag,104,90,127,5.9,41,82,Low,Medium,0,21.4,428.66
2024-12-28,Dec 2024,sg-1,Aurelle ION Orchard Singapore,Singapore,Accessories,Panthère Chain Bag,128,151,131,3.6,51,77,Low,Low,0,36.0,428.66
2025-01-27,Jan 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,Accessories,Panthère Chain Bag,137,124,162,5.5,54,52,Low,Low,0,29.5,428.66
2025-02-26,Feb 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,Accessories,Panthère Chain Bag,133,141,107,3.2,53,32,Low,Low,0,33.6,428.66
2025-03-28,Mar 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,Accessories,Panthère Chain Bag,95,97,94,4.1,38,42,Low,Low,0,23.1,428.66
2025-04-27,Apr 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,Accessories,Panthère Chain Bag,90,81,109,5.6,36,58,Low,Medium,0,19.3,428.66
2025-05-27,May 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,Accessories,Panthère Chain Bag,104,92,135,6.2,41,16,Low,Medium,0,21.9,428.66
2025-06-26,Jun 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,Accessories,Panthère Chain Bag,85,85,90,4.5,34,16,Low,Low,0,20.2,428.66
2025-07-26,Jul 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,Accessories,Panthère Chain Bag,71,74,66,3.7,28,21,Low,Low,0,17.6,428.66
2025-08-25,Aug 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,Accessories,Panthère Chain Bag,76,76,105,5.8,30,56,Low,Medium,0,18.1,428.66
2025-09-24,Sep 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,Accessories,Panthère Chain Bag,109,126,103,3.4,43,34,Low,Low,0,30.0,428.66
2025-10-24,Oct 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,Accessories,Panthère Chain Bag,118,106,164,6.5,47,15,Low,Medium,0,25.2,428.66
2025-11-23,Nov 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,Accessories,Panthère Chain Bag,104,119,73,2.6,41,59,Medium,Low,0,28.3,428.66
2024-07-01,Jul 2024,au-1,Aurelle Castlereagh St Sydney,Australia,Accessories,Panthère Chain Bag,41,46,48,4.4,16,89,Low,Low,0,11.0,428.66
2024-07-31,Jul 2024,au-1,Aurelle Castlereagh St Sydney,Australia,Accessories,Panthère Chain Bag,41,46,54,4.9,16,37,Low,Medium,0,11.0,428.66
2024-08-30,Aug 2024,au-1,Aurelle Castlereagh St Sydney,Australia,Accessories,Panthère Chain Bag,44,38,61,6.8,17,36,Low,Medium,0,9.0,428.66
2024-09-29,Sep 2024,au-1,Aurelle Castlereagh St Sydney,Australia,Accessories,Panthère Chain Bag,63,72,71,4.2,25,24,Low,Low,0,17.1,428.66
2024-10-29,Oct 2024,au-1,Aurelle Castlereagh St Sydney,Australia,Accessories,Panthère Chain Bag,68,59,50,3.6,27,85,Medium,Low,0,14.0,428.66
2024-11-28,Nov 2024,au-1,Aurelle Castlereagh St Sydney,Australia,Accessories,Panthère Chain Bag,60,69,66,4.0,24,83,Low,Low,0,16.4,428.66
2024-12-28,Dec 2024,au-1,Aurelle Castlereagh St Sydney,Australia,Accessories,Panthère Chain Bag,74,72,81,4.7,29,32,Low,Low,0,17.1,428.66
2025-01-27,Jan 2025,au-1,Aurelle Castlereagh St Sydney,Australia,Accessories,Panthère Chain Bag,79,68,92,5.7,31,40,Low,Low,0,16.2,428.66
2025-02-26,Feb 2025,au-1,Aurelle Castlereagh St Sydney,Australia,Accessories,Panthère Chain Bag,77,66,80,5.1,30,77,Low,Low,0,15.7,428.66
2025-03-28,Mar 2025,au-1,Aurelle Castlereagh St Sydney,Australia,Accessories,Panthère Chain Bag,55,61,67,4.6,22,59,Low,Medium,0,14.5,428.66
2025-04-27,Apr 2025,au-1,Aurelle Castlereagh St Sydney,Australia,Accessories,Panthère Chain Bag,52,51,40,3.3,20,15,Low,Low,0,12.1,428.66
2025-05-27,May 2025,au-1,Aurelle Castlereagh St Sydney,Australia,Accessories,Panthère Chain Bag,60,65,42,2.7,24,88,Medium,Low,0,15.5,428.66
2025-06-26,Jun 2025,au-1,Aurelle Castlereagh St Sydney,Australia,Accessories,Panthère Chain Bag,49,45,66,6.2,19,54,Low,Medium,0,10.7,428.66
2025-07-26,Jul 2025,au-1,Aurelle Castlereagh St Sydney,Australia,Accessories,Panthère Chain Bag,41,46,41,3.7,16,45,Low,Low,0,11.0,428.66
2025-08-25,Aug 2025,au-1,Aurelle Castlereagh St Sydney,Australia,Accessories,Panthère Chain Bag,44,44,32,3.0,17,72,Medium,Low,0,10.5,428.66
2025-09-24,Sep 2025,au-1,Aurelle Castlereagh St Sydney,Australia,Accessories,Panthère Chain Bag,63,63,69,4.6,25,17,Low,Low,0,15.0,428.66
2025-10-24,Oct 2025,au-1,Aurelle Castlereagh St Sydney,Australia,Accessories,Panthère Chain Bag,68,74,63,3.6,27,40,Low,Low,0,17.6,428.66
2025-11-23,Nov 2025,au-1,Aurelle Castlereagh St Sydney,Australia,Accessories,Panthère Chain Bag,60,52,81,6.5,24,59,Low,Medium,0,12.4,428.66
